,year,region,wine,beer,vodka,champagne,brandy,lat,lon,total_alc
0,1998,Republic of Adygea,1.9,8.8,3.4,0.3,0.1,44.6939006,40.1520421,14.500000000000002
1,1999,Republic of Adygea,2.3,11.2,4.3,0.3,0.1,44.6939006,40.1520421,35.0
2,2000,Republic of Adygea,3.1,27.4,5.4,0.6,0.1,44.6939006,40.1520421,41.7
3,2001,Republic of Adygea,3.8,22.0,7.8,0.5,0.1,44.6939006,40.1520421,27.299999999999997
4,2002,Republic of Adygea,4.4,30.4,7.9,0.7,0.3,44.6939006,40.1520421,31.4
5,2003,Republic of Adygea,4.3,36.2,8.0,1.0,0.5,44.6939006,40.1520421,31.099999999999998
6,2004,Republic of Adygea,4.1,27.5,8.6,1.0,0.3,44.6939006,40.1520421,38.2
7,2005,Republic of Adygea,4.4,29.7,10.4,1.1,0.4,44.6939006,40.1520421,46.1
8,2006,Republic of Adygea,3.8,32.4,8.1,0.7,0.3,44.6939006,40.1520421,26.700000000000003
9,2007,Republic of Adygea,4.1,31.6,6.8,0.7,0.5,44.6939006,40.1520421,35.50000000000001
10,2008,Republic of Adygea,5.6,30.9,6.4,1.8,0.9,44.6939006,40.1520421,45.49999999999999
11,2009,Republic of Adygea,6.8,31.5,7.4,1.6,1.2,44.6939006,40.1520421,47.8
12,2010,Republic of Adygea,6.2,31.5,6.6,1.6,1.0,44.6939006,40.1520421,35.800000000000004
13,2011,Republic of Adygea,3.29,35.82,6.9,1.24,0.75,44.6939006,40.1520421,11.4
14,2012,Republic of Adygea,3.1,34.5,5.6,1.3,0.7,44.6939006,40.1520421,26.099999999999998
15,2013,Republic of Adygea,2.9,37.0,4.7,1.2,0.7,44.6939006,40.1520421,14.799999999999999
16,2014,Republic of Adygea,3.7,28.7,4.1,1.5,0.7,44.6939006,40.1520421,38.34
17,2015,Republic of Adygea,3.9,26.0,3.5,1.2,0.5,44.6939006,40.1520421,
18,2016,Republic of Adygea,3.6,27.3,3.6,1.0,0.5,44.6939006,40.1520421,48.6
19,1998,Altai Krai,3.3,19.2,11.3,1.1,0.1,52.6932243,82.6931424,18.6
20,1999,Altai Krai,2.2,24.7,11.5,1.1,0.1,52.6932243,82.6931424,37.9
21,2000,Altai Krai,2.1,33.2,9.9,1.3,0.1,52.6932243,82.6931424,17.900000000000002
22,2001,Altai Krai,2.3,39.5,12.0,1.4,0.1,52.6932243,82.6931424,43.400000000000006
23,2002,Altai Krai,1.6,42.8,11.4,1.1,0.1,52.6932243,82.6931424,58.199999999999996
24,2003,Altai Krai,1.7,47.7,11.5,1.1,0.1,52.6932243,82.6931424,15.839999999999998
25,2004,Altai Krai,2.0,52.4,14.2,1.3,0.2,52.6932243,82.6931424,35.5
26,2005,Altai Krai,2.0,58.6,10.0,1.1,0.2,52.6932243,82.6931424,47.5
27,2006,Altai Krai,2.2,50.2,9.7,1.0,0.2,52.6932243,82.6931424,27.700000000000003
28,2007,Altai Krai,2.5,52.8,6.9,1.2,0.2,52.6932243,82.6931424,46.7
29,2008,Altai Krai,3.5,53.4,8.2,1.3,0.3,52.6932243,82.6931424,36.8
30,2009,Altai Krai,3.8,51.6,8.5,1.4,0.3,52.6932243,82.6931424,43.99999999999999
31,2010,Altai Krai,4.1,59.0,9.8,1.5,0.4,52.6932243,82.6931424,
32,2011,Altai Krai,4.51,63.39,10.75,1.54,0.4,52.6932243,82.6931424,40.400000000000006
33,2012,Altai Krai,4.8,70.4,11.0,1.5,0.4,52.6932243,82.6931424,29.599999999999998
34,2013,Altai Krai,4.4,64.6,8.7,1.4,0.4,52.6932243,82.6931424,31.900000000000002
35,2014,Altai Krai,4.1,52.5,5.5,1.0,0.3,52.6932243,82.6931424,49.1
36,2015,Altai Krai,4.4,45.8,4.5,0.9,0.3,52.6932243,82.6931424,65.5
37,2016,Altai Krai,4.8,37.3,4.5,0.7,0.3,52.6932243,82.6931424,46.400000000000006
38,1998,Amur Oblast,2.1,21.2,17.3,0.7,0.4,52.8032368,128.437295,33.5
39,1999,Amur Oblast,2.9,26.7,16.2,0.7,0.2,52.8032368,128.437295,59.9
40,2000,Amur Oblast,2.4,28.5,15.8,0.7,0.2,52.8032368,128.437295,30.6
41,2001,Amur Oblast,2.6,31.2,17.6,0.6,0.2,52.8032368,128.437295,45.1
42,2002,Amur Oblast,2.3,35.4,17.9,0.5,0.2,52.8032368,128.437295,27.299999999999997
43,2003,Amur Oblast,5.3,40.4,17.4,0.6,0.2,52.8032368,128.437295,28.999999999999996
44,2004,Amur Oblast,5.2,44.8,18.1,0.6,0.2,52.8032368,128.437295,55.10000000000001
45,2005,Amur Oblast,5.8,48.6,20.8,0.7,0.2,52.8032368,128.437295,41.4
46,2006,Amur Oblast,5.9,54.8,19.3,0.8,0.3,52.8032368,128.437295,62.70000000000001
47,2007,Amur Oblast,5.7,64.6,17.3,1.0,0.3,52.8032368,128.437295,31.199999999999996
48,2008,Amur Oblast,6.5,71.1,13.8,1.2,0.5,52.8032368,128.437295,30.8
49,2009,Amur Oblast,6.9,75.3,10.5,1.2,0.5,52.8032368,128.437295,26.5
50,2010,Amur Oblast,7.6,75.8,11.6,1.6,0.6,52.8032368,128.437295,40.0
51,2011,Amur Oblast,7.21,83.27,12.02,1.9,0.64,52.8032368,128.437295,22.700000000000003
52,2012,Amur Oblast,5.8,75.8,13.3,1.9,0.6,52.8032368,128.437295,18.04
53,2013,Amur Oblast,6.7,75.1,10.2,1.9,0.7,52.8032368,128.437295,20.6
54,2014,Amur Oblast,6.1,64.0,8.3,1.8,0.6,52.8032368,128.437295,59.6
55,2015,Amur Oblast,6.0,50.7,6.7,1.5,0.5,52.8032368,128.437295,20.8
56,2016,Amur Oblast,6.2,46.9,6.0,1.3,0.5,52.8032368,128.437295,36.5
57,1998,Arkhangelsk Oblast,4.3,10.6,11.7,0.4,0.3,63.5589686,43.1221646,46.4
58,1999,Arkhangelsk Oblast,4.6,17.4,14.9,0.6,0.3,63.5589686,43.1221646,39.1
59,2000,Arkhangelsk Oblast,5.5,29.3,19.2,0.9,0.5,63.5589686,43.1221646,44.6
60,2001,Arkhangelsk Oblast,7.0,47.6,23.5,1.2,0.9,63.5589686,43.1221646,40.2
61,2002,Arkhangelsk Oblast,8.1,76.1,29.5,1.5,1.2,63.5589686,43.1221646,33.1
62,2003,Arkhangelsk Oblast,9.2,109.0,31.9,1.7,1.3,63.5589686,43.1221646,50.099999999999994
63,2004,Arkhangelsk Oblast,7.0,51.8,18.5,1.3,0.5,63.5589686,43.1221646,
64,2005,Arkhangelsk Oblast,7.6,45.6,17.6,1.3,0.6,63.5589686,43.1221646,36.8
65,2006,Arkhangelsk Oblast,8.6,43.1,16.9,1.4,0.7,63.5589686,43.1221646,53.800000000000004
66,2007,Arkhangelsk Oblast,10.1,40.3,15.6,1.6,0.8,63.5589686,43.1221646,39.8
67,2008,Arkhangelsk Oblast,10.7,38.9,16.6,1.6,0.9,63.5589686,43.1221646,28.1
68,2009,Arkhangelsk Oblast,11.3,38.7,15.9,2.1,1.1,63.5589686,43.1221646,48.099999999999994
69,2010,Arkhangelsk Oblast,12.0,40.2,16.2,2.6,1.2,63.5589686,43.1221646,26.400000000000002
70,2011,Arkhangelsk Oblast,12.23,41.6,16.64,2.59,1.24,63.5589686,43.1221646,41.8
71,2012,Arkhangelsk Oblast,9.2,49.2,14.4,2.3,1.1,63.5589686,43.1221646,38.1
72,2013,Arkhangelsk Oblast,9.2,49.2,14.4,2.3,1.1,63.5589686,43.1221646,39.39999999999999
73,2014,Arkhangelsk Oblast,10.7,64.4,12.8,2.0,1.0,63.5589686,43.1221646,31.900000000000002
74,2015,Arkhangelsk Oblast,9.0,49.1,11.8,1.8,0.9,63.5589686,43.1221646,46.0
75,2016,Arkhangelsk Oblast,8.4,51.6,12.2,1.8,0.9,63.5589686,43.1221646,46.1
76,1998,Astrakhan Oblast,2.9,18.0,9.5,0.8,0.2,47.1878186,47.608851,47.699999999999996
77,1999,Astrakhan Oblast,3.8,18.6,10.2,0.5,0.1,47.1878186,47.608851,39.39999999999999
78,2000,Astrakhan Oblast,3.7,31.0,10.0,0.6,0.1,47.1878186,47.608851,45.300000000000004
79,2001,Astrakhan Oblast,3.8,42.6,11.9,0.8,0.1,47.1878186,47.608851,
80,2002,Astrakhan Oblast,4.1,44.0,12.0,0.8,0.2,47.1878186,47.608851,32.120000000000005
81,2003,Astrakhan Oblast,4.5,48.3,12.4,0.9,0.2,47.1878186,47.608851,7.399999999999999
82,2004,Astrakhan Oblast,4.8,58.0,12.9,0.9,0.2,47.1878186,47.608851,38.9
83,2005,Astrakhan Oblast,4.2,61.9,11.0,0.8,0.2,47.1878186,47.608851,39.39999999999999
84,2006,Astrakhan Oblast,3.9,59.8,9.6,0.7,0.2,47.1878186,47.608851,58.0
85,2007,Astrakhan Oblast,4.1,64.0,9.6,0.9,0.3,47.1878186,47.608851,18.200000000000003
86,2008,Astrakhan Oblast,5.0,67.5,9.1,0.9,0.4,47.1878186,47.608851,39.6
87,2009,Astrakhan Oblast,5.9,74.0,8.7,0.9,0.4,47.1878186,47.608851,46.7
88,2010,Astrakhan Oblast,6.1,77.1,9.2,1.0,0.5,47.1878186,47.608851,37.8
89,2011,Astrakhan Oblast,4.92,77.01,8.74,0.97,0.56,47.1878186,47.608851,33.2
90,2012,Astrakhan Oblast,4.7,79.7,9.5,1.1,0.7,47.1878186,47.608851,36.699999999999996
91,2013,Astrakhan Oblast,4.2,79.1,7.3,1.0,0.6,47.1878186,47.608851,36.1
92,2014,Astrakhan Oblast,5.1,62.9,5.8,1.0,0.7,47.1878186,47.608851,49.1
93,2015,Astrakhan Oblast,4.7,37.4,4.7,0.9,0.6,47.1878186,47.608851,31.600000000000005
94,2016,Astrakhan Oblast,4.5,38.3,4.5,0.9,0.6,47.1878186,47.608851,39.9
95,1998,Republic of Bashkortostan,1.8,17.5,10.7,0.9,0.2,54.4747553,55.9784582,51.50000000000001
96,1999,Republic of Bashkortostan,1.5,22.3,12.0,0.8,0.1,54.4747553,55.9784582,45.2
97,2000,Republic of Bashkortostan,1.4,33.1,12.2,0.2,0.2,54.4747553,55.9784582,39.300000000000004
98,2001,Republic of Bashkortostan,1.2,34.9,10.9,0.3,0.1,54.4747553,55.9784582,6.7
99,2002,Republic of Bashkortostan,1.7,38.1,10.4,0.2,0.1,54.4747553,55.9784582,26.9
100,2003,Republic of Bashkortostan,1.5,25.0,8.3,0.3,0.2,54.4747553,55.9784582,18.7
101,2004,Republic of Bashkortostan,1.2,35.4,9.2,0.3,0.2,54.4747553,55.9784582,45.24
102,2005,Republic of Bashkortostan,2.2,43.1,10.0,0.6,0.2,54.4747553,55.9784582,
103,2006,Republic of Bashkortostan,2.6,68.4,10.6,0.7,0.2,54.4747553,55.9784582,50.7
104,2007,Republic of Bashkortostan,3.0,68.7,11.1,0.9,0.2,54.4747553,55.9784582,23.3
105,2008,Republic of Bashkortostan,2.6,86.1,9.6,0.7,0.2,54.4747553,55.9784582,47.7
106,2009,Republic of Bashkortostan,2.4,80.8,9.1,1.5,0.2,54.4747553,55.9784582,22.700000000000003
107,2010,Republic of Bashkortostan,2.2,79.6,8.7,0.5,0.2,54.4747553,55.9784582,48.0
108,2011,Republic of Bashkortostan,3.04,63.87,10.97,0.85,0.28,54.4747553,55.9784582,64.80000000000001
109,2012,Republic of Bashkortostan,4.0,78.3,11.7,0.8,0.4,54.4747553,55.9784582,20.04
110,2013,Republic of Bashkortostan,4.0,90.3,10.8,0.8,0.6,54.4747553,55.9784582,38.8
111,2014,Republic of Bashkortostan,3.2,75.1,9.5,0.9,0.4,54.4747553,55.9784582,46.7
112,2015,Republic of Bashkortostan,3.3,42.0,5.7,0.8,0.4,54.4747553,55.9784582,28.6
113,2016,Republic of Bashkortostan,2.7,61.9,6.8,0.6,0.5,54.4747553,55.9784582,48.0
114,1998,Belgorod Oblast,3.4,23.0,10.8,0.9,0.1,50.7080119,37.5837615,55.89999999999999
115,1999,Belgorod Oblast,2.7,22.3,10.3,0.7,0.1,50.7080119,37.5837615,52.9
116,2000,Belgorod Oblast,3.6,20.7,10.1,0.9,0.1,50.7080119,37.5837615,
117,2001,Belgorod Oblast,3.4,23.2,9.5,0.8,0.1,50.7080119,37.5837615,44.5
118,2002,Belgorod Oblast,3.3,23.2,9.4,0.9,0.1,50.7080119,37.5837615,36.5
119,2003,Belgorod Oblast,2.7,25.8,9.7,0.9,0.1,50.7080119,37.5837615,46.2
120,2004,Belgorod Oblast,3.1,35.1,10.0,1.1,0.1,50.7080119,37.5837615,42.60000000000001
121,2005,Belgorod Oblast,2.9,43.6,11.1,1.2,0.1,50.7080119,37.5837615,48.50000000000001
122,2006,Belgorod Oblast,2.7,46.5,12.4,1.4,0.1,50.7080119,37.5837615,33.74
123,2007,Belgorod Oblast,4.5,55.6,11.0,1.6,0.2,50.7080119,37.5837615,28.099999999999998
124,2008,Belgorod Oblast,5.6,57.9,10.1,1.2,0.3,50.7080119,37.5837615,85.6
125,2009,Belgorod Oblast,4.2,44.9,9.3,0.9,0.3,50.7080119,37.5837615,35.300000000000004
126,2010,Belgorod Oblast,3.0,35.6,6.5,0.9,0.4,50.7080119,37.5837615,51.60000000000001
127,2011,Belgorod Oblast,3.6,35.87,7.25,1.18,0.56,50.7080119,37.5837615,37.8
128,2012,Belgorod Oblast,3.3,39.5,7.0,1.3,0.7,50.7080119,37.5837615,41.0
129,2013,Belgorod Oblast,3.1,45.7,6.6,1.3,0.6,50.7080119,37.5837615,72.5
130,2014,Belgorod Oblast,3.0,55.5,5.2,1.2,0.3,50.7080119,37.5837615,52.7
131,2015,Belgorod Oblast,2.7,53.4,4.6,1.1,0.3,50.7080119,37.5837615,61.7
132,2016,Belgorod Oblast,2.6,53.4,4.2,0.9,0.3,50.7080119,37.5837615,38.1
133,1998,Bryansk Oblast,3.4,32.4,9.7,0.5,0.1,52.8873315,33.415853,49.49999999999999
134,1999,Bryansk Oblast,3.1,34.8,10.6,0.5,0.1,52.8873315,33.415853,28.2
135,2000,Bryansk Oblast,3.0,36.4,7.6,0.4,0.1,52.8873315,33.415853,36.0
136,2001,Bryansk Oblast,2.7,41.6,8.0,0.4,0.1,52.8873315,33.415853,31.400000000000002
137,2002,Bryansk Oblast,3.3,38.9,8.5,0.4,0.1,52.8873315,33.415853,32.339999999999996
138,2003,Bryansk Oblast,4.0,33.9,8.7,0.5,0.1,52.8873315,33.415853,18.5
139,2004,Bryansk Oblast,5.7,32.5,8.6,0.5,0.1,52.8873315,33.415853,70.6
140,2005,Bryansk Oblast,6.1,33.6,8.6,0.6,0.2,52.8873315,33.415853,25.2
141,2006,Bryansk Oblast,7.5,46.3,10.9,0.9,0.2,52.8873315,33.415853,45.300000000000004
142,2007,Bryansk Oblast,7.5,60.4,9.6,1.1,0.2,52.8873315,33.415853,49.6
143,2008,Bryansk Oblast,9.1,56.7,10.2,1.2,0.3,52.8873315,33.415853,35.400000000000006
144,2009,Bryansk Oblast,10.5,55.0,10.5,1.4,0.3,52.8873315,33.415853,75.3
145,2010,Bryansk Oblast,9.7,53.2,10.8,1.6,0.4,52.8873315,33.415853,29.400000000000002
146,2011,Bryansk Oblast,9.96,49.13,10.56,1.69,0.43,52.8873315,33.415853,42.5
147,2012,Bryansk Oblast,8.4,50.9,10.0,1.6,0.5,52.8873315,33.415853,56.4
148,2013,Bryansk Oblast,7.5,42.4,7.8,1.6,0.5,52.8873315,33.415853,
149,2014,Bryansk Oblast,8.5,46.9,6.4,1.4,0.5,52.8873315,33.415853,38.4
150,2015,Bryansk Oblast,8.3,39.5,5.7,1.2,0.5,52.8873315,33.415853,74.19999999999999
151,2016,Bryansk Oblast,7.0,35.0,4.8,0.7,0.4,52.8873315,33.415853,47.199999999999996
152,1998,Republic of Buryatia,1.1,8.8,15.8,0.9,0.1,52.7182426,109.492143,32.300000000000004
153,1999,Republic of Buryatia,1.3,9.5,19.6,1.1,0.1,52.7182426,109.492143,48.1
154,2000,Republic of Buryatia,1.6,17.1,16.6,0.6,0.03,52.7182426,109.492143,45.2
155,2001,Republic of Buryatia,1.7,11.7,18.7,0.6,0.1,52.7182426,109.492143,44.0
156,2002,Republic of Buryatia,2.3,21.0,19.9,0.6,0.1,52.7182426,109.492143,49.2
157,2003,Republic of Buryatia,4.2,32.8,13.9,0.4,0.1,52.7182426,109.492143,53.0
158,2004,Republic of Buryatia,6.3,35.7,12.2,0.4,0.1,52.7182426,109.492143,33.7
159,2005,Republic of Buryatia,5.2,31.4,13.5,0.4,0.1,52.7182426,109.492143,58.4
160,2006,Republic of Buryatia,5.1,45.2,13.0,0.5,0.1,52.7182426,109.492143,52.5
161,2007,Republic of Buryatia,6.2,39.4,14.2,0.5,0.1,52.7182426,109.492143,68.39999999999999
162,2008,Republic of Buryatia,6.6,42.9,13.6,0.7,0.1,52.7182426,109.492143,53.0
163,2009,Republic of Buryatia,7.3,47.7,14.3,0.7,0.2,52.7182426,109.492143,52.0
164,2010,Republic of Buryatia,7.8,43.5,14.4,0.8,0.3,52.7182426,109.492143,
165,2011,Republic of Buryatia,7.31,39.05,13.58,0.77,0.24,52.7182426,109.492143,39.52
166,2012,Republic of Buryatia,7.6,38.5,13.1,0.6,0.3,52.7182426,109.492143,10.1
167,2013,Republic of Buryatia,4.3,40.0,10.5,0.7,0.3,52.7182426,109.492143,36.300000000000004
168,2014,Republic of Buryatia,4.9,39.3,9.0,0.8,0.3,52.7182426,109.492143,53.0
169,2015,Republic of Buryatia,5.2,38.3,7.9,0.7,0.3,52.7182426,109.492143,65.30000000000001
170,2016,Republic of Buryatia,4.8,36.8,7.8,0.8,0.3,52.7182426,109.492143,36.6
171,1998,Vladimir Oblast,1.5,16.6,16.8,0.5,0.1,56.0503336,40.6561633,46.6
172,1999,Vladimir Oblast,1.8,21.4,16.1,0.5,0.1,56.0503336,40.6561633,47.60000000000001
173,2000,Vladimir Oblast,2.3,22.1,14.5,0.5,0.1,56.0503336,40.6561633,55.4
174,2001,Vladimir Oblast,2.4,28.5,15.3,0.6,0.1,56.0503336,40.6561633,45.400000000000006
175,2002,Vladimir Oblast,2.8,41.5,15.6,0.8,0.2,56.0503336,40.6561633,47.10000000000001
176,2003,Vladimir Oblast,3.2,43.7,15.4,0.9,0.2,56.0503336,40.6561633,35.4
177,2004,Vladimir Oblast,3.7,54.0,17.3,1.0,0.2,56.0503336,40.6561633,47.5
178,2005,Vladimir Oblast,3.4,50.6,16.9,1.3,0.3,56.0503336,40.6561633,35.93000000000001
179,2006,Vladimir Oblast,4.4,51.4,15.3,1.3,0.3,56.0503336,40.6561633,39.50000000000001
180,2007,Vladimir Oblast,6.9,51.7,12.6,1.4,0.4,56.0503336,40.6561633,53.89999999999999
181,2008,Vladimir Oblast,8.6,52.6,11.7,1.3,0.6,56.0503336,40.6561633,56.80000000000001
182,2009,Vladimir Oblast,8.5,51.4,11.7,1.3,0.6,56.0503336,40.6561633,38.7
183,2010,Vladimir Oblast,9.0,49.0,12.0,1.4,0.6,56.0503336,40.6561633,6.8999999999999995
184,2011,Vladimir Oblast,8.43,46.74,12.26,1.48,0.64,56.0503336,40.6561633,31.0
185,2012,Vladimir Oblast,8.0,46.6,11.9,1.5,0.7,56.0503336,40.6561633,25.7
186,2013,Vladimir Oblast,7.2,45.8,10.9,1.6,0.8,56.0503336,40.6561633,64.5
187,2014,Vladimir Oblast,9.6,51.4,7.9,1.0,0.7,56.0503336,40.6561633,
188,2015,Vladimir Oblast,9.2,50.9,7.4,1.0,0.7,56.0503336,40.6561633,62.699999999999996
189,2016,Vladimir Oblast,8.8,50.9,7.5,1.0,0.7,56.0503336,40.6561633,31.3
190,1998,Volgograd Oblast,2.9,27.9,12.9,1.5,0.3,49.34550515,44.40697713575031,59.5
191,1999,Volgograd Oblast,3.5,36.5,9.2,2.1,0.2,49.34550515,44.40697713575031,27.5
192,2000,Volgograd Oblast,1.8,40.9,9.0,1.9,0.3,49.34550515,44.40697713575031,42.400000000000006
193,2001,Volgograd Oblast,2.1,42.5,11.9,1.8,0.3,49.34550515,44.40697713575031,67.60000000000001
194,2002,Volgograd Oblast,2.4,43.9,13.2,1.6,0.4,49.34550515,44.40697713575031,22.8
195,2003,Volgograd Oblast,2.7,46.7,13.2,1.8,0.5,49.34550515,44.40697713575031,45.5
196,2004,Volgograd Oblast,3.3,55.3,12.5,1.9,0.5,49.34550515,44.40697713575031,47.00000000000001
197,2005,Volgograd Oblast,3.5,53.4,11.5,2.0,0.4,49.34550515,44.40697713575031,30.500000000000004
198,2006,Volgograd Oblast,3.3,60.3,9.5,1.9,0.4,49.34550515,44.40697713575031,40.9
199,2007,Volgograd Oblast,4.9,74.6,8.6,1.9,0.4,49.34550515,44.40697713575031,59.99999999999999
200,2008,Volgograd Oblast,5.9,91.8,7.3,1.5,0.5,49.34550515,44.40697713575031,62.0
201,2009,Volgograd Oblast,5.1,76.7,7.6,1.7,0.5,49.34550515,44.40697713575031,
202,2010,Volgograd Oblast,5.0,66.1,6.9,1.6,0.5,49.34550515,44.40697713575031,43.2
203,2011,Volgograd Oblast,4.82,67.13,6.59,1.66,0.6,49.34550515,44.40697713575031,41.300000000000004
204,2012,Volgograd Oblast,4.5,71.6,5.9,1.7,0.5,49.34550515,44.40697713575031,57.8
205,2013,Volgograd Oblast,4.6,78.4,4.7,1.7,0.5,49.34550515,44.40697713575031,44.400000000000006
206,2014,Volgograd Oblast,5.5,72.7,3.6,1.6,0.5,49.34550515,44.40697713575031,54.8
207,2015,Volgograd Oblast,5.2,48.8,3.3,1.4,0.5,49.34550515,44.40697713575031,31.500000000000004
208,2016,Volgograd Oblast,5.5,39.8,3.3,1.2,0.5,49.34550515,44.40697713575031,28.600000000000005
209,1998,Vologda Oblast,3.9,23.7,19.3,0.6,0.3,60.0391461,43.1215213,91.39999999999999
210,1999,Vologda Oblast,2.5,24.8,17.4,0.4,0.1,60.0391461,43.1215213,43.800000000000004
211,2000,Vologda Oblast,3.7,33.2,19.2,0.5,0.2,60.0391461,43.1215213,55.4
212,2001,Vologda Oblast,7.8,50.5,23.0,0.5,0.3,60.0391461,43.1215213,55.4
213,2002,Vologda Oblast,11.7,51.9,22.2,0.4,0.5,60.0391461,43.1215213,42.0
214,2003,Vologda Oblast,18.1,61.7,24.6,0.4,0.6,60.0391461,43.1215213,57.800000000000004
215,2004,Vologda Oblast,14.2,85.1,26.7,0.6,0.7,60.0391461,43.1215213,62.4
216,2005,Vologda Oblast,10.6,89.2,21.9,0.6,0.7,60.0391461,43.1215213,57.300000000000004
217,2006,Vologda Oblast,7.7,85.2,17.5,0.8,0.6,60.0391461,43.1215213,43.400000000000006
218,2007,Vologda Oblast,9.4,86.3,16.2,0.8,0.4,60.0391461,43.1215213,50.70000000000001
219,2008,Vologda Oblast,10.1,89.5,17.5,1.1,0.6,60.0391461,43.1215213,35.6
220,2009,Vologda Oblast,12.9,84.8,15.2,1.3,0.5,60.0391461,43.1215213,56.39999999999999
221,2010,Vologda Oblast,9.2,85.9,12.9,0.9,0.4,60.0391461,43.1215213,42.70000000000001
222,2011,Vologda Oblast,10.34,88.83,15.44,1.29,0.64,60.0391461,43.1215213,42.6
223,2012,Vologda Oblast,9.8,108.6,14.9,1.3,0.8,60.0391461,43.1215213,28.1
224,2013,Vologda Oblast,8.2,92.0,12.9,1.3,0.7,60.0391461,43.1215213,69.4
225,2014,Vologda Oblast,10.0,63.7,11.1,1.2,0.6,60.0391461,43.1215213,37.8
226,2015,Vologda Oblast,8.5,34.7,9.3,1.1,0.6,60.0391461,43.1215213,45.800000000000004
227,2016,Vologda Oblast,8.6,37.3,9.9,1.2,0.6,60.0391461,43.1215213,48.90000000000001
228,1998,Voronezh Oblast,1.3,19.0,14.2,1.2,0.1,50.9800393,40.1506507,40.800000000000004
229,1999,Voronezh Oblast,2.1,24.4,11.7,1.0,0.1,50.9800393,40.1506507,90.20000000000002
230,2000,Voronezh Oblast,3.4,24.8,9.1,1.2,0.2,50.9800393,40.1506507,33.0
231,2001,Voronezh Oblast,3.6,37.7,9.2,1.5,0.2,50.9800393,40.1506507,43.800000000000004
232,2002,Voronezh Oblast,2.8,41.9,10.5,1.3,0.2,50.9800393,40.1506507,61.5
233,2003,Voronezh Oblast,3.1,38.2,10.8,1.1,0.3,50.9800393,40.1506507,
234,2004,Voronezh Oblast,3.4,41.2,12.6,1.3,0.4,50.9800393,40.1506507,33.699999999999996
235,2005,Voronezh Oblast,3.5,48.0,13.8,1.4,0.3,50.9800393,40.1506507,82.39999999999999
236,2006,Voronezh Oblast,3.7,62.3,11.1,1.4,0.4,50.9800393,40.1506507,47.4
237,2007,Voronezh Oblast,4.7,74.3,11.9,1.5,0.5,50.9800393,40.1506507,37.50000000000001
238,2008,Voronezh Oblast,5.5,78.3,12.9,1.4,0.6,50.9800393,40.1506507,50.0
239,2009,Voronezh Oblast,7.1,73.9,13.0,1.8,0.6,50.9800393,40.1506507,55.800000000000004
240,2010,Voronezh Oblast,6.6,71.4,9.4,1.9,0.5,50.9800393,40.1506507,52.99999999999999
241,2011,Voronezh Oblast,6.02,81.01,8.41,1.9,0.44,50.9800393,40.1506507,53.0
242,2012,Voronezh Oblast,7.5,83.3,8.5,2.0,0.6,50.9800393,40.1506507,60.599999999999994
243,2013,Voronezh Oblast,7.0,85.2,8.0,2.3,0.5,50.9800393,40.1506507,35.4
244,2014,Voronezh Oblast,5.8,63.9,4.9,1.6,0.6,50.9800393,40.1506507,57.9
245,2015,Voronezh Oblast,5.5,51.1,4.1,1.4,0.5,50.9800393,40.1506507,52.50000000000001
246,2016,Voronezh Oblast,5.5,43.4,4.3,1.3,0.6,50.9800393,40.1506507,69.9
247,1998,Republic of Dagestan,4.8,3.8,2.0,0.5,0.3,43.0883099,47.14988017944228,60.599999999999994
248,1999,Republic of Dagestan,3.8,1.6,1.0,0.2,0.1,43.0883099,47.14988017944228,67.5
249,2000,Republic of Dagestan,3.8,1.8,1.0,0.2,0.1,43.0883099,47.14988017944228,
250,2001,Republic of Dagestan,4.6,3.3,1.8,0.4,0.1,43.0883099,47.14988017944228,42.900000000000006
251,2002,Republic of Dagestan,2.7,9.6,4.9,0.6,0.2,43.0883099,47.14988017944228,14.599999999999998
252,2003,Republic of Dagestan,2.9,9.7,8.7,1.2,0.2,43.0883099,47.14988017944228,34.00000000000001
253,2004,Republic of Dagestan,2.8,6.6,9.5,1.5,0.3,43.0883099,47.14988017944228,60.599999999999994
254,2005,Republic of Dagestan,2.4,10.4,10.8,1.5,0.3,43.0883099,47.14988017944228,80.7
255,2006,Republic of Dagestan,2.9,6.9,11.7,1.3,0.4,43.0883099,47.14988017944228,34.2
256,2007,Republic of Dagestan,2.4,5.9,12.2,1.2,0.3,43.0883099,47.14988017944228,55.3
257,2008,Republic of Dagestan,3.1,6.6,12.9,0.7,0.3,43.0883099,47.14988017944228,52.2
258,2009,Republic of Dagestan,3.8,6.3,13.2,0.7,0.3,43.0883099,47.14988017944228,80.2
259,2010,Republic of Dagestan,3.3,3.1,10.2,0.4,0.3,43.0883099,47.14988017944228,59.199999999999996
260,2011,Republic of Dagestan,3.27,2.74,7.88,0.38,0.37,43.0883099,47.14988017944228,47.4
261,2012,Republic of Dagestan,1.6,2.5,8.0,0.4,0.4,43.0883099,47.14988017944228,36.99999999999999
262,2013,Republic of Dagestan,1.0,2.1,4.8,0.3,0.3,43.0883099,47.14988017944228,52.800000000000004
263,2014,Republic of Dagestan,0.4,2.2,2.9,0.2,0.3,43.0883099,47.14988017944228,32.8
264,2015,Republic of Dagestan,0.4,2.1,1.9,0.3,0.3,43.0883099,47.14988017944228,46.900000000000006
265,2016,Republic of Dagestan,0.1,1.0,2.2,0.2,0.3,43.0883099,47.14988017944228,58.599999999999994
